validation_strategy,train_region,test_region,train_period,test_period,model,feature,importance,importance_type
region_transfer,Sahara,East China,2010-2020,2010-2020,linear_regression,soil_moisture_anomaly,4.2592771280830184e-21,absolute_coefficient
region_transfer,Sahara,East China,2010-2020,2010-2020,linear_regression,wind_speed,2.0537636838246273e-21,absolute_coefficient
region_transfer,Sahara,East China,2010-2020,2010-2020,linear_regression,dryness_proxy,2.371932562702417e-10,absolute_coefficient
region_transfer,Sahara,East China,2010-2020,2010-2020,linear_regression,saturation_vapor_pressure,9.19592417055871e-19,absolute_coefficient
region_transfer,Sahara,East China,2010-2020,2010-2020,random_forest,latitude,0.06465980941053616,importance
region_transfer,Sahara,East China,2010-2020,2010-2020,random_forest,longitude,0.06748490068744827,importance
region_transfer,Sahara,East China,2010-2020,2010-2020,random_forest,month_sin,0.02460408059901311,importance
region_transfer,Sahara,East China,2010-2020,2010-2020,random_forest,month_cos,0.022807260519527632,importance
region_transfer,Sahara,East China,2010-2020,2010-2020,random_forest,temperature_anomaly,0.12128511276300181,importance
region_transfer,Sahara,East China,2010-2020,2010-2020,random_forest,precipitation_anomaly,0.08026085086466782,importance
region_transfer,Sahara,East China,2010-2020,2010-2020,random_forest,radiation_anomaly,0.13961039601411815,importance
region_transfer,Sahara,East China,2010-2020,2010-2020,random_forest,soil_moisture_anomaly,0.12091235024120474,importance
region_transfer,Sahara,East China,2010-2020,2010-2020,random_forest,wind_speed,0.18655496229573992,importance
region_transfer,Sahara,East China,2010-2020,2010-2020,random_forest,dryness_proxy,0.08570786102312762,importance
region_transfer,Sahara,East China,2010-2020,2010-2020,random_forest,saturation_vapor_pressure,0.08611241558161474,importance
region_transfer,Sahara,East China,2010-2020,2010-2020,xgboost,latitude,0.0663820132613182,importance
region_transfer,Sahara,East China,2010-2020,2010-2020,xgboost,longitude,0.07088630646467209,importance
region_transfer,Sahara,East China,2010-2020,2010-2020,xgboost,month_sin,0.05873102694749832,importance
region_transfer,Sahara,East China,2010-2020,2010-2020,xgboost,month_cos,0.0690280944108963,importance
region_transfer,Sahara,East China,2010-2020,2010-2020,xgboost,temperature_anomaly,0.1047980934381485,importance
region_transfer,Sahara,East China,2010-2020,2010-2020,xgboost,precipitation_anomaly,0.07606615871191025,importance
region_transfer,Sahara,East China,2010-2020,2010-2020,xgboost,radiation_anomaly,0.11454350501298904,importance
region_transfer,Sahara,East China,2010-2020,2010-2020,xgboost,soil_moisture_anomaly,0.10578006505966187,importance
region_transfer,Sahara,East China,2010-2020,2010-2020,xgboost,wind_speed,0.17442204058170319,importance
region_transfer,Sahara,East China,2010-2020,2010-2020,xgboost,dryness_proxy,0.0790836289525032,importance
region_transfer,Sahara,East China,2010-2020,2010-2020,xgboost,saturation_vapor_pressure,0.08027904480695724,importance
region_transfer,East China,Sahara,2010-2020,2010-2020,linear_regression,latitude,0.009794547482221654,absolute_coefficient
region_transfer,East China,Sahara,2010-2020,2010-2020,linear_regression,longitude,0.005298934567701787,absolute_coefficient
region_transfer,East China,Sahara,2010-2020,2010-2020,linear_regression,month_sin,5.497117420642457e-07,absolute_coefficient
region_transfer,East China,Sahara,2010-2020,2010-2020,linear_regression,month_cos,1.5817456652727052e-06,absolute_coefficient
region_transfer,East China,Sahara,2010-2020,2010-2020,linear_regression,temperature_anomaly,0.0002180432838604853,absolute_coefficient
region_transfer,East China,Sahara,2010-2020,2010-2020,linear_regression,precipitation_anomaly,0.026326960293559753,absolute_coefficient
region_transfer,East China,Sahara,2010-2020,2010-2020,linear_regression,radiation_anomaly,0.013079529951454366,absolute_coefficient
region_transfer,East China,Sahara,2010-2020,2010-2020,linear_regression,soil_moisture_anomaly,4.428166408214312e-05,absolute_coefficient
region_transfer,East China,Sahara,2010-2020,2010-2020,linear_regression,wind_speed,5.459550402349525e-05,absolute_coefficient
region_transfer,East China,Sahara,2010-2020,2010-2020,linear_regression,dryness_proxy,1.4745736548126618e-09,absolute_coefficient
region_transfer,East China,Sahara,2010-2020,2010-2020,linear_regression,saturation_vapor_pressure,2.510815871329394e-05,absolute_coefficient
region_transfer,East China,Sahara,2010-2020,2010-2020,random_forest,latitude,0.04979321361744251,importance
region_transfer,East China,Sahara,2010-2020,2010-2020,random_forest,longitude,0.050365506990090556,importance
region_transfer,East China,Sahara,2010-2020,2010-2020,random_forest,month_sin,0.022722949793832502,importance
region_transfer,East China,Sahara,2010-2020,2010-2020,random_forest,month_cos,0.019859935155528807,importance
region_transfer,East China,Sahara,2010-2020,2010-2020,random_forest,temperature_anomaly,0.10684007237436052,importance
region_transfer,East China,Sahara,2010-2020,2010-2020,random_forest,precipitation_anomaly,0.07270923193235897,importance
region_transfer,East China,Sahara,2010-2020,2010-2020,random_forest,radiation_anomaly,0.11556085358650352,importance
region_transfer,East China,Sahara,2010-2020,2010-2020,random_forest,soil_moisture_anomaly,0.305494156223364,importance
region_transfer,East China,Sahara,2010-2020,2010-2020,random_forest,wind_speed,0.12844417604328356,importance
region_transfer,East China,Sahara,2010-2020,2010-2020,random_forest,dryness_proxy,0.06774664898527064,importance
region_transfer,East China,Sahara,2010-2020,2010-2020,random_forest,saturation_vapor_pressure,0.060463255297964355,importance
region_transfer,East China,Sahara,2010-2020,2010-2020,xgboost,latitude,0.05355682596564293,importance
region_transfer,East China,Sahara,2010-2020,2010-2020,xgboost,longitude,0.052544835954904556,importance
region_transfer,East China,Sahara,2010-2020,2010-2020,xgboost,month_sin,0.05102471262216568,importance
region_transfer,East China,Sahara,2010-2020,2010-2020,xgboost,month_cos,0.05388381704688072,importance
region_transfer,East China,Sahara,2010-2020,2010-2020,xgboost,temperature_anomaly,0.08597530424594879,importance
region_transfer,East China,Sahara,2010-2020,2010-2020,xgboost,precipitation_anomaly,0.1031201109290123,importance
region_transfer,East China,Sahara,2010-2020,2010-2020,xgboost,radiation_anomaly,0.09068388491868973,importance
region_transfer,East China,Sahara,2010-2020,2010-2020,xgboost,soil_moisture_anomaly,0.27673810720443726,importance
region_transfer,East China,Sahara,2010-2020,2010-2020,xgboost,wind_speed,0.10554086416959763,importance
region_transfer,East China,Sahara,2010-2020,2010-2020,xgboost,dryness_proxy,0.06695836782455444,importance
region_transfer,East China,Sahara,2010-2020,2010-2020,xgboost,saturation_vapor_pressure,0.05997305363416672,importance
