region,year,month,latitude,longitude,temperature,precipitation,radiation,soil_moisture,u_wind,v_wind,evaporation
Sahara,2020,4,27.4328,6.4067,30.305,0.0,301.593,0.02,3.37,-0.245,10.184
Sahara,2020,5,27.4328,6.4067,31.986,5.059,324.695,0.0317,2.583,0.518,10.494
Sahara,2020,6,27.4328,6.4067,39.249,1.075,315.889,0.0465,3.172,-1.391,10.622
Sahara,2020,7,27.4328,6.4067,33.847,9.428,327.069,0.02,2.935,1.424,8.377
Sahara,2020,8,27.4328,6.4067,34.946,8.088,294.977,0.0302,1.983,0.714,9.674
Sahara,2020,9,27.4328,6.4067,34.824,9.266,282.067,0.023,4.091,0.169,9.847
Sahara,2020,10,27.4328,6.4067,31.572,4.122,271.012,0.0464,4.403,-0.481,7.383
Sahara,2020,11,27.4328,6.4067,27.618,5.446,233.577,0.0532,2.466,0.076,9.122
Sahara,2020,12,27.4328,6.4067,21.401,2.562,245.891,0.0368,4.997,1.634,8.628
Sahara,2010,1,19.5374,-4.7891,18.495,0.0,248.662,0.02,3.108,0.838,9.31
Sahara,2010,2,19.5374,-4.7891,22.209,0.0,256.976,0.0321,3.315,1.549,7.426
Sahara,2010,3,19.5374,-4.7891,26.18,3.317,275.998,0.0382,3.679,1.289,9.511
Sahara,2010,4,19.5374,-4.7891,30.565,0.47,296.192,0.0337,4.263,-0.523,10.345
Sahara,2010,5,19.5374,-4.7891,30.439,2.704,328.581,0.02,3.641,-2.516,10.039
Sahara,2010,6,19.5374,-4.7891,37.436,8.861,334.624,0.0243,3.301,-0.832,10.836
Sahara,2010,7,19.5374,-4.7891,36.108,1.073,308.119,0.0351,3.175,0.72,10.01
Sahara,2010,8,19.5374,-4.7891,34.242,12.744,280.778,0.0374,3.434,0.73,9.15
Sahara,2010,9,19.5374,-4.7891,31.243,5.26,272.512,0.0257,4.664,-0.714,10.107
Sahara,2010,10,19.5374,-4.7891,30.237,10.842,256.169,0.0529,3.293,0.934,7.604
Sahara,2010,11,19.5374,-4.7891,22.043,6.51,245.341,0.0455,2.87,1.99,7.754
Sahara,2010,12,19.5374,-4.7891,23.703,5.379,252.187,0.0345,2.716,-0.998,10.118
Sahara,2011,1,19.5374,-4.7891,22.632,3.348,272.196,0.0338,1.937,0.304,7.073
Sahara,2011,2,19.5374,-4.7891,22.478,0.0,251.63,0.02,5.411,0.799,8.358
Sahara,2011,3,19.5374,-4.7891,27.136,3.42,282.757,0.0354,3.661,1.17,10.34
Sahara,2011,4,19.5374,-4.7891,30.244,2.118,317.804,0.02,3.97,0.914,9.468
Sahara,2011,5,19.5374,-4.7891,32.788,3.585,314.049,0.02,2.718,0.766,11.551
Sahara,2011,6,19.5374,-4.7891,37.76,0.0,331.413,0.02,4.044,0.486,10.971
Sahara,2011,7,19.5374,-4.7891,37.847,8.374,332.415,0.0259,4.803,1.44,12.361
Sahara,2011,8,19.5374,-4.7891,34.248,13.467,297.921,0.0478,2.333,-0.685,12.564
Sahara,2011,9,19.5374,-4.7891,32.565,13.049,281.184,0.0391,3.446,-0.801,9.879
Sahara,2011,10,19.5374,-4.7891,28.376,5.418,266.753,0.0373,1.721,1.351,8.824
Sahara,2011,11,19.5374,-4.7891,25.187,7.987,239.357,0.0325,5.717,0.483,8.831
Sahara,2011,12,19.5374,-4.7891,22.464,7.72,229.751,0.0302,2.686,1.827,8.75
Sahara,2012,1,19.5374,-4.7891,21.617,7.029,248.508,0.0382,3.301,0.829,7.179
Sahara,2012,2,19.5374,-4.7891,23.079,2.234,240.63,0.0333,3.136,1.528,5.929
Sahara,2012,3,19.5374,-4.7891,25.428,0.0,289.601,0.0216,5.655,1.162,9.226
Sahara,2012,4,19.5374,-4.7891,30.359,1.584,311.094,0.02,2.512,0.956,11.174
Sahara,2012,5,19.5374,-4.7891,30.697,10.498,317.57,0.02,-0.102,-1.029,9.34
Sahara,2012,6,19.5374,-4.7891,36.829,9.533,319.505,0.02,3.004,0.534,10.857
Sahara,2012,7,19.5374,-4.7891,36.816,12.07,312.757,0.0269,2.849,1.575,10.457
Sahara,2012,8,19.5374,-4.7891,35.886,12.704,323.927,0.0364,4.981,1.536,10.696
Sahara,2012,9,19.5374,-4.7891,34.04,3.334,277.951,0.0231,3.017,-0.25,9.27
Sahara,2012,10,19.5374,-4.7891,30.798,6.522,238.856,0.0346,1.677,0.744,9.03
Sahara,2012,11,19.5374,-4.7891,26.385,1.85,243.497,0.0294,2.134,1.242,9.159
Sahara,2012,12,19.5374,-4.7891,24.495,0.567,246.794,0.0266,4.284,-0.011,8.246
Sahara,2013,1,19.5374,-4.7891,18.368,0.328,241.94,0.028,5.607,-0.662,7.544
Sahara,2013,2,19.5374,-4.7891,21.714,0.0,267.814,0.0412,2.659,-0.223,7.01
Sahara,2013,3,19.5374,-4.7891,27.959,6.02,278.94,0.02,1.932,0.671,9.351
Sahara,2013,4,19.5374,-4.7891,26.901,1.715,318.683,0.02,5.288,1.149,8.955
Sahara,2013,5,19.5374,-4.7891,33.561,4.485,309.446,0.02,5.308,-0.477,12.019
Sahara,2013,6,19.5374,-4.7891,36.273,6.897,330.618,0.02,4.181,-1.546,11.654
Sahara,2013,7,19.5374,-4.7891,34.297,7.557,327.514,0.0321,1.942,-0.67,9.564
Sahara,2013,8,19.5374,-4.7891,37.208,0.872,302.368,0.0239,3.16,1.025,10.743
Sahara,2013,9,19.5374,-4.7891,33.188,0.719,281.334,0.02,2.806,0.979,11.234
Sahara,2013,10,19.5374,-4.7891,29.943,9.216,243.055,0.0477,3.428,1.729,8.531
Sahara,2013,11,19.5374,-4.7891,25.638,9.235,240.109,0.0347,6.562,-0.579,9.181
Sahara,2013,12,19.5374,-4.7891,23.592,4.07,233.103,0.0376,3.218,-0.616,10.643
Sahara,2014,1,19.5374,-4.7891,21.67,3.924,237.682,0.0348,2.953,-1.05,7.675
Sahara,2014,2,19.5374,-4.7891,22.461,5.686,245.533,0.0337,2.422,1.943,7.013
Sahara,2014,3,19.5374,-4.7891,26.843,5.417,278.539,0.02,1.863,1.36,7.135
Sahara,2014,4,19.5374,-4.7891,30.588,3.457,306.271,0.0286,2.38,-0.476,10.557
Sahara,2014,5,19.5374,-4.7891,33.056,0.0,325.459,0.02,4.061,1.893,10.758
Sahara,2014,6,19.5374,-4.7891,38.422,7.615,340.874,0.02,3.49,1.173,11.078
Sahara,2014,7,19.5374,-4.7891,39.728,6.736,339.665,0.0434,3.838,1.053,13.305
Sahara,2014,8,19.5374,-4.7891,35.147,3.752,315.064,0.0254,3.228,0.511,7.632
Sahara,2014,9,19.5374,-4.7891,33.714,5.452,289.181,0.0403,4.192,0.895,8.608
Sahara,2014,10,19.5374,-4.7891,30.886,9.518,269.952,0.0615,1.469,0.112,8.424
Sahara,2014,11,19.5374,-4.7891,26.259,5.054,238.688,0.0501,2.178,-0.541,7.108
Sahara,2014,12,19.5374,-4.7891,22.531,0.0,234.514,0.0314,2.556,1.374,7.719
Sahara,2015,1,19.5374,-4.7891,23.594,0.756,240.787,0.0273,3.492,1.212,7.67
Sahara,2015,2,19.5374,-4.7891,23.849,0.0,265.091,0.0212,4.522,0.561,10.597
Sahara,2015,3,19.5374,-4.7891,24.269,0.0,273.838,0.02,1.841,1.122,8.274
Sahara,2015,4,19.5374,-4.7891,29.28,1.452,296.528,0.0394,2.617,-0.822,10.615
Sahara,2015,5,19.5374,-4.7891,33.676,13.155,313.709,0.0455,4.799,-0.021,10.154
Sahara,2015,6,19.5374,-4.7891,38.04,9.3,310.894,0.0205,0.456,1.095,9.718
Sahara,2015,7,19.5374,-4.7891,37.757,1.698,307.99,0.02,2.693,0.618,11.108
Sahara,2015,8,19.5374,-4.7891,40.333,8.92,313.654,0.0223,1.49,0.148,8.512
Sahara,2015,9,19.5374,-4.7891,34.022,5.342,260.457,0.0533,2.855,-1.138,10.865
Sahara,2015,10,19.5374,-4.7891,28.907,11.361,250.166,0.0416,3.914,1.093,10.085
Sahara,2015,11,19.5374,-4.7891,25.865,7.114,248.485,0.043,3.329,-0.945,9.414
Sahara,2015,12,19.5374,-4.7891,23.135,1.346,247.778,0.02,5.473,0.478,9.009
Sahara,2016,1,19.5374,-4.7891,21.407,0.0,239.633,0.0354,4.311,0.302,5.6
Sahara,2016,2,19.5374,-4.7891,20.759,9.208,246.575,0.0588,2.379,0.318,8.849
Sahara,2016,3,19.5374,-4.7891,24.77,7.905,280.757,0.0403,3.179,1.159,10.994
Sahara,2016,4,19.5374,-4.7891,29.803,9.919,296.384,0.0432,4.087,-0.569,10.389
Sahara,2016,5,19.5374,-4.7891,34.011,1.587,322.551,0.02,3.413,0.431,10.377
Sahara,2016,6,19.5374,-4.7891,36.377,7.559,318.561,0.0542,1.809,-0.085,10.116
Sahara,2016,7,19.5374,-4.7891,41.061,3.184,323.23,0.0226,3.9,1.736,12.931
Sahara,2016,8,19.5374,-4.7891,36.252,9.776,283.859,0.0389,2.547,0.314,8.024
Sahara,2016,9,19.5374,-4.7891,34.607,1.678,281.483,0.02,2.48,1.655,10.383
Sahara,2016,10,19.5374,-4.7891,31.724,13.239,249.772,0.0649,1.741,1.246,8.674
Sahara,2016,11,19.5374,-4.7891,24.605,7.458,250.478,0.0502,3.758,0.632,9.45
Sahara,2016,12,19.5374,-4.7891,23.527,5.165,237.04,0.0488,1.547,0.369,6.169
Sahara,2017,1,19.5374,-4.7891,22.415,8.104,236.288,0.0462,4.408,-1.568,7.892
Sahara,2017,2,19.5374,-4.7891,23.619,0.0,247.732,0.0415,4.704,0.874,9.883
Sahara,2017,3,19.5374,-4.7891,26.323,3.757,276.843,0.0314,2.741,1.763,10.845
Sahara,2017,4,19.5374,-4.7891,32.07,1.368,292.962,0.0362,4.153,0.829,9.481
Sahara,2017,5,19.5374,-4.7891,34.638,0.659,325.312,0.0297,5.457,1.209,9.7
Sahara,2017,6,19.5374,-4.7891,37.224,15.559,316.314,0.0395,5.196,1.117,14.466
Sahara,2017,7,19.5374,-4.7891,36.901,4.505,331.212,0.02,3.264,0.434,12.124
Sahara,2017,8,19.5374,-4.7891,37.85,10.828,298.476,0.0487,8.331,1.191,12.38
Sahara,2017,9,19.5374,-4.7891,32.053,5.914,277.863,0.028,3.481,2.278,11.298
Sahara,2017,10,19.5374,-4.7891,29.762,2.167,270.874,0.0286,1.428,1.212,10.058
Sahara,2017,11,19.5374,-4.7891,22.361,1.702,239.924,0.0419,2.881,-0.332,8.905
Sahara,2017,12,19.5374,-4.7891,22.369,5.168,223.885,0.0295,4.406,0.753,9.081
Sahara,2018,1,19.5374,-4.7891,21.201,0.0,254.636,0.02,5.002,1.821,9.546
Sahara,2018,2,19.5374,-4.7891,22.04,0.0,255.399,0.02,2.346,1.145,8.631
Sahara,2018,3,19.5374,-4.7891,24.426,4.24,284.543,0.0446,4.183,1.559,10.087
Sahara,2018,4,19.5374,-4.7891,31.47,0.0,301.283,0.02,3.208,0.944,10.588
Sahara,2018,5,19.5374,-4.7891,34.588,4.292,311.614,0.0351,3.92,-0.519,10.491
Sahara,2018,6,19.5374,-4.7891,34.313,7.141,323.016,0.0204,5.402,-0.656,11.921
Sahara,2018,7,19.5374,-4.7891,41.28,12.773,318.656,0.0241,1.866,0.088,9.909
Sahara,2018,8,19.5374,-4.7891,35.849,7.695,301.478,0.0361,2.015,-0.182,9.941
Sahara,2018,9,19.5374,-4.7891,33.707,15.81,282.322,0.0311,4.002,1.046,9.911
Sahara,2018,10,19.5374,-4.7891,28.18,14.032,246.801,0.0583,3.74,1.101,11.291
Sahara,2018,11,19.5374,-4.7891,26.842,2.765,252.089,0.0274,3.696,-0.793,7.471
Sahara,2018,12,19.5374,-4.7891,23.149,4.472,217.976,0.0481,2.517,1.78,7.435
Sahara,2019,1,19.5374,-4.7891,20.315,1.839,231.867,0.0491,3.501,0.348,8.68
Sahara,2019,2,19.5374,-4.7891,21.564,0.0,261.584,0.02,2.18,1.337,8.531
Sahara,2019,3,19.5374,-4.7891,24.119,0.0,270.963,0.0436,4.587,0.079,9.962
Sahara,2019,4,19.5374,-4.7891,27.966,0.309,303.549,0.0243,3.383,0.748,9.712
Sahara,2019,5,19.5374,-4.7891,33.755,3.815,314.708,0.0251,3.993,0.698,9.151
Sahara,2019,6,19.5374,-4.7891,35.43,8.596,339.717,0.0265,3.006,0.724,9.557
Sahara,2019,7,19.5374,-4.7891,39.963,9.21,312.277,0.0297,2.868,1.812,10.772
Sahara,2019,8,19.5374,-4.7891,37.161,11.295,295.092,0.0399,3.829,-1.054,11.047
Sahara,2019,9,19.5374,-4.7891,33.931,8.984,280.356,0.04,5.105,-0.68,10.084
Sahara,2019,10,19.5374,-4.7891,31.0,8.924,262.094,0.0685,4.237,1.631,9.79
Sahara,2019,11,19.5374,-4.7891,24.511,3.743,248.148,0.0401,3.984,0.286,8.217
Sahara,2019,12,19.5374,-4.7891,22.802,5.898,243.407,0.0301,4.415,-0.151,8.925
Sahara,2020,1,19.5374,-4.7891,21.712,7.799,236.848,0.0461,4.228,-0.374,8.25
Sahara,2020,2,19.5374,-4.7891,22.672,0.0,253.103,0.0405,2.782,1.066,8.683
Sahara,2020,3,19.5374,-4.7891,23.905,3.613,265.865,0.0385,2.891,0.508,7.05
Sahara,2020,4,19.5374,-4.7891,30.184,6.708,294.43,0.0251,4.046,0.98,6.944
Sahara,2020,5,19.5374,-4.7891,37.023,7.114,325.94,0.024,1.274,1.175,9.74
Sahara,2020,6,19.5374,-4.7891,37.744,6.125,327.38,0.02,4.537,-0.688,13.949
Sahara,2020,7,19.5374,-4.7891,41.357,14.995,331.726,0.0353,4.9,0.404,10.139
Sahara,2020,8,19.5374,-4.7891,39.183,13.515,302.187,0.0276,2.797,-1.321,11.759
Sahara,2020,9,19.5374,-4.7891,31.595,9.611,271.563,0.0258,3.786,0.166,10.499
Sahara,2020,10,19.5374,-4.7891,28.099,3.971,233.624,0.02,5.658,2.584,9.176
Sahara,2020,11,19.5374,-4.7891,24.764,3.806,249.765,0.0306,3.785,0.487,7.837
Sahara,2020,12,19.5374,-4.7891,22.283,4.173,225.231,0.0457,2.934,0.627,9.502
Sahara,2010,1,23.4046,15.1416,21.748,5.215,223.109,0.0385,3.533,2.423,5.639
Sahara,2010,2,23.4046,15.1416,22.927,6.827,249.65,0.0382,3.898,0.685,10.364
Sahara,2010,3,23.4046,15.1416,26.673,6.847,276.4,0.0276,3.229,-0.659,9.566
Sahara,2010,4,23.4046,15.1416,29.421,0.313,307.487,0.02,4.425,0.022,11.426
Sahara,2010,5,23.4046,15.1416,33.411,7.528,320.767,0.0346,3.632,-1.163,11.924
Sahara,2010,6,23.4046,15.1416,36.797,10.158,331.902,0.0211,2.402,1.155,10.344
Sahara,2010,7,23.4046,15.1416,39.405,7.751,329.205,0.03,3.846,0.126,11.679
Sahara,2010,8,23.4046,15.1416,38.717,8.783,307.812,0.0321,3.65,2.223,12.538
Sahara,2010,9,23.4046,15.1416,34.119,9.322,272.981,0.0377,3.871,1.351,10.947
Sahara,2010,10,23.4046,15.1416,28.336,10.908,256.612,0.0352,5.104,1.963,9.83
Sahara,2010,11,23.4046,15.1416,27.063,8.07,254.987,0.0484,1.907,2.51,10.207
Sahara,2010,12,23.4046,15.1416,22.308,0.0,240.048,0.0292,3.896,1.243,7.484
Sahara,2011,1,23.4046,15.1416,20.326,3.079,235.695,0.0389,1.888,0.248,8.28
Sahara,2011,2,23.4046,15.1416,23.981,0.0,245.817,0.031,4.173,0.905,7.9
Sahara,2011,3,23.4046,15.1416,26.447,7.545,282.051,0.02,3.744,2.544,7.741
Sahara,2011,4,23.4046,15.1416,30.045,2.095,303.459,0.0244,4.868,0.585,11.756
Sahara,2011,5,23.4046,15.1416,33.824,3.599,312.279,0.02,3.831,2.554,11.152
Sahara,2011,6,23.4046,15.1416,37.958,5.348,322.557,0.0334,5.91,1.988,12.832
Sahara,2011,7,23.4046,15.1416,38.053,9.303,311.436,0.02,2.148,0.55,9.974
Sahara,2011,8,23.4046,15.1416,34.724,8.851,299.316,0.0217,3.056,0.179,9.298
Sahara,2011,9,23.4046,15.1416,35.39,0.852,260.142,0.0293,3.615,0.904,9.084
Sahara,2011,10,23.4046,15.1416,28.623,6.971,253.084,0.0553,3.111,0.447,12.133
Sahara,2011,11,23.4046,15.1416,25.708,7.225,247.492,0.0487,3.847,0.694,8.997
Sahara,2011,12,23.4046,15.1416,22.208,4.302,255.286,0.0475,3.865,1.356,7.667
Sahara,2012,1,23.4046,15.1416,21.609,5.327,255.901,0.0291,2.92,2.681,8.442
Sahara,2012,2,23.4046,15.1416,25.807,1.827,259.962,0.0277,4.631,1.858,7.853
Sahara,2012,3,23.4046,15.1416,25.471,5.196,278.705,0.0271,4.711,1.603,8.836
Sahara,2012,4,23.4046,15.1416,30.319,0.0,293.545,0.0225,3.538,-0.467,8.816
Sahara,2012,5,23.4046,15.1416,32.402,6.82,299.295,0.0203,1.264,0.919,7.206
Sahara,2012,6,23.4046,15.1416,36.976,13.558,341.734,0.02,3.858,-0.489,9.785
Sahara,2012,7,23.4046,15.1416,37.83,13.377,324.968,0.0279,4.346,-1.744,10.447
Sahara,2012,8,23.4046,15.1416,35.692,9.313,300.472,0.0325,3.29,0.522,11.05
Sahara,2012,9,23.4046,15.1416,34.224,7.327,284.017,0.0424,2.833,0.441,11.389
Sahara,2012,10,23.4046,15.1416,28.346,14.219,244.108,0.0491,2.36,2.688,8.368
Sahara,2012,11,23.4046,15.1416,25.249,3.517,241.985,0.0336,3.341,-3.029,8.739
Sahara,2012,12,23.4046,15.1416,23.099,7.154,248.091,0.0392,4.479,-0.602,9.568
Sahara,2013,1,23.4046,15.1416,21.141,0.0,239.173,0.0462,3.717,1.996,7.441
Sahara,2013,2,23.4046,15.1416,24.644,0.0,259.753,0.0302,4.294,0.751,7.957
Sahara,2013,3,23.4046,15.1416,27.32,8.463,274.162,0.02,4.099,0.169,8.953
Sahara,2013,4,23.4046,15.1416,30.834,1.174,299.811,0.0208,5.264,0.53,8.808
Sahara,2013,5,23.4046,15.1416,32.206,5.557,307.677,0.02,4.263,1.184,9.859
Sahara,2013,6,23.4046,15.1416,37.369,7.752,331.024,0.0315,0.373,0.26,10.924
Sahara,2013,7,23.4046,15.1416,37.384,8.609,326.478,0.0284,5.31,1.627,11.457
Sahara,2013,8,23.4046,15.1416,36.631,0.0,299.235,0.02,3.765,0.653,11.274
Sahara,2013,9,23.4046,15.1416,36.095,8.359,302.804,0.0343,1.928,-0.062,9.676
Sahara,2013,10,23.4046,15.1416,30.888,3.211,254.52,0.0323,2.962,1.311,9.854
Sahara,2013,11,23.4046,15.1416,27.75,3.676,253.054,0.0213,1.834,-0.714,8.221
Sahara,2013,12,23.4046,15.1416,24.875,0.591,230.233,0.0327,4.187,0.022,7.685
Sahara,2014,1,23.4046,15.1416,19.982,0.0,252.803,0.0303,2.612,1.736,7.21
Sahara,2014,2,23.4046,15.1416,25.202,6.614,258.06,0.0233,6.247,0.887,8.897
Sahara,2014,3,23.4046,15.1416,27.434,4.345,293.109,0.0213,3.882,-0.686,10.25
Sahara,2014,4,23.4046,15.1416,29.966,4.124,301.037,0.0235,2.458,1.29,11.343
Sahara,2014,5,23.4046,15.1416,33.165,7.214,323.293,0.0262,1.668,-0.802,9.115
Sahara,2014,6,23.4046,15.1416,33.72,12.632,328.677,0.0329,0.872,-1.324,10.218
Sahara,2014,7,23.4046,15.1416,40.956,5.67,327.609,0.02,3.566,1.715,10.988
Sahara,2014,8,23.4046,15.1416,35.893,14.672,302.956,0.0523,2.678,1.907,11.085
Sahara,2014,9,23.4046,15.1416,34.652,8.991,274.945,0.0385,2.969,1.46,9.686
Sahara,2014,10,23.4046,15.1416,27.755,0.282,240.233,0.0386,2.118,0.8,8.514
Sahara,2014,11,23.4046,15.1416,25.903,6.754,242.612,0.02,3.112,0.925,10.134
Sahara,2014,12,23.4046,15.1416,25.601,0.0,231.503,0.02,5.324,1.513,9.018
Sahara,2015,1,23.4046,15.1416,22.249,7.058,253.142,0.0515,4.048,0.151,9.64
Sahara,2015,2,23.4046,15.1416,24.296,0.237,253.988,0.0409,5.497,-0.249,8.88
Sahara,2015,3,23.4046,15.1416,26.526,3.482,274.776,0.0491,4.007,1.031,11.643
Sahara,2015,4,23.4046,15.1416,29.326,2.646,289.967,0.0243,1.713,1.248,9.63
Sahara,2015,5,23.4046,15.1416,33.584,4.598,326.586,0.02,3.745,1.2,8.506
Sahara,2015,6,23.4046,15.1416,37.956,0.304,323.824,0.02,5.217,-0.657,9.436
Sahara,2015,7,23.4046,15.1416,38.2,6.809,303.925,0.0347,1.11,-0.536,9.48
Sahara,2015,8,23.4046,15.1416,38.132,14.182,313.528,0.037,0.587,0.891,12.07
Sahara,2015,9,23.4046,15.1416,35.851,10.316,268.105,0.0366,5.821,-0.917,9.238
Sahara,2015,10,23.4046,15.1416,31.414,5.275,245.682,0.0541,4.053,0.118,8.173
Sahara,2015,11,23.4046,15.1416,29.071,4.902,255.002,0.0453,2.875,-0.013,10.748
Sahara,2015,12,23.4046,15.1416,25.266,0.0,240.498,0.0307,2.26,0.762,6.395
Sahara,2016,1,23.4046,15.1416,21.3,0.0,236.031,0.0321,2.281,2.073,8.347
Sahara,2016,2,23.4046,15.1416,25.764,0.36,252.012,0.0477,2.806,0.322,9.53
Sahara,2016,3,23.4046,15.1416,24.143,4.381,285.833,0.0421,4.568,1.8,9.462
Sahara,2016,4,23.4046,15.1416,28.706,11.44,287.233,0.0254,4.178,2.125,9.954
Sahara,2016,5,23.4046,15.1416,35.499,0.0,313.976,0.02,4.436,-1.047,9.264
Sahara,2016,6,23.4046,15.1416,37.699,11.247,323.41,0.0379,4.145,0.285,10.014
Sahara,2016,7,23.4046,15.1416,38.847,10.916,327.911,0.0339,2.098,1.19,10.971
Sahara,2016,8,23.4046,15.1416,36.204,7.821,295.597,0.0415,1.798,-0.493,9.709
Sahara,2016,9,23.4046,15.1416,36.421,12.681,263.592,0.0598,5.119,-0.674,7.726
Sahara,2016,10,23.4046,15.1416,29.892,11.49,273.413,0.0338,5.602,-1.728,9.618
Sahara,2016,11,23.4046,15.1416,25.374,9.609,254.012,0.0532,1.879,1.363,9.192
Sahara,2016,12,23.4046,15.1416,20.565,0.0,245.38,0.0291,1.958,0.292,7.93
Sahara,2017,1,23.4046,15.1416,21.876,0.0,259.884,0.0381,3.098,0.205,8.775
Sahara,2017,2,23.4046,15.1416,21.377,2.291,244.193,0.0339,2.098,-0.618,9.656
Sahara,2017,3,23.4046,15.1416,26.089,2.366,259.886,0.0256,4.053,0.694,6.256
Sahara,2017,4,23.4046,15.1416,30.311,4.466,315.338,0.02,0.81,-0.497,7.963
Sahara,2017,5,23.4046,15.1416,35.105,0.0,314.488,0.0314,3.509,1.396,8.76
Sahara,2017,6,23.4046,15.1416,34.525,12.749,326.012,0.035,2.158,0.601,9.094
Sahara,2017,7,23.4046,15.1416,39.78,19.375,323.811,0.038,0.46,-1.184,12.577
Sahara,2017,8,23.4046,15.1416,35.384,7.517,309.053,0.0443,3.26,0.095,10.787
Sahara,2017,9,23.4046,15.1416,33.059,6.169,284.119,0.0343,6.058,0.939,12.048
Sahara,2017,10,23.4046,15.1416,28.393,9.101,250.27,0.0476,4.326,0.55,12.188
Sahara,2017,11,23.4046,15.1416,28.142,9.709,248.672,0.0625,1.776,1.87,7.793
Sahara,2017,12,23.4046,15.1416,22.225,5.246,247.332,0.0269,2.885,0.598,7.69
Sahara,2018,1,23.4046,15.1416,23.281,15.28,245.222,0.0465,1.944,0.175,6.859
Sahara,2018,2,23.4046,15.1416,23.773,2.808,252.868,0.0535,2.617,0.381,9.284
Sahara,2018,3,23.4046,15.1416,27.338,6.646,284.285,0.0436,2.702,1.418,10.469
Sahara,2018,4,23.4046,15.1416,32.269,0.0,293.428,0.0295,0.318,0.992,10.545
Sahara,2018,5,23.4046,15.1416,33.135,3.279,308.23,0.02,2.909,-0.183,9.103
Sahara,2018,6,23.4046,15.1416,36.522,5.868,343.741,0.02,3.913,-0.077,10.53
Sahara,2018,7,23.4046,15.1416,35.443,2.179,306.901,0.0237,4.791,-1.287,10.172
Sahara,2018,8,23.4046,15.1416,34.878,7.943,313.258,0.0248,3.443,1.955,11.157
Sahara,2018,9,23.4046,15.1416,32.86,9.1,271.725,0.0435,4.118,-0.867,10.234
Sahara,2018,10,23.4046,15.1416,29.824,9.179,265.813,0.0454,3.136,1.433,8.383
Sahara,2018,11,23.4046,15.1416,24.019,0.0,240.327,0.0237,3.977,-1.471,7.518
Sahara,2018,12,23.4046,15.1416,23.777,0.0,239.093,0.0266,3.461,1.095,9.267
Sahara,2019,1,23.4046,15.1416,22.139,0.0,236.448,0.0391,2.274,0.322,7.275
Sahara,2019,2,23.4046,15.1416,22.917,0.0,238.981,0.0374,4.657,-1.292,8.988
Sahara,2019,3,23.4046,15.1416,27.625,3.92,275.833,0.0213,3.597,0.748,9.2
Sahara,2019,4,23.4046,15.1416,29.73,0.0,306.727,0.0234,3.741,0.611,11.944
Sahara,2019,5,23.4046,15.1416,33.063,10.126,311.631,0.044,4.98,0.207,12.977
Sahara,2019,6,23.4046,15.1416,37.632,3.491,321.258,0.0323,4.608,-0.558,11.185
Sahara,2019,7,23.4046,15.1416,38.305,6.434,342.549,0.0235,3.426,1.691,10.984
Sahara,2019,8,23.4046,15.1416,38.439,2.329,297.963,0.0344,5.384,-0.273,10.192
Sahara,2019,9,23.4046,15.1416,34.851,5.972,277.314,0.0423,2.847,-1.465,8.47
Sahara,2019,10,23.4046,15.1416,30.015,0.0,254.528,0.02,5.468,2.665,8.336
Sahara,2019,11,23.4046,15.1416,26.385,1.158,237.936,0.0522,2.94,0.214,7.447
Sahara,2019,12,23.4046,15.1416,24.791,0.0,230.572,0.0334,2.707,1.364,9.455
Sahara,2020,1,23.4046,15.1416,19.882,9.91,226.796,0.0624,3.68,-0.004,7.578
Sahara,2020,2,23.4046,15.1416,23.022,1.834,248.298,0.0308,2.575,-0.715,7.026
Sahara,2020,3,23.4046,15.1416,24.275,0.0,284.325,0.0243,5.869,-1.71,10.21
Sahara,2020,4,23.4046,15.1416,30.01,6.263,309.665,0.0258,3.707,-0.244,10.746
Sahara,2020,5,23.4046,15.1416,31.182,8.107,318.739,0.0235,3.221,0.341,11.672
Sahara,2020,6,23.4046,15.1416,41.778,11.879,319.347,0.0402,4.308,-0.425,10.234
Sahara,2020,7,23.4046,15.1416,37.905,11.695,302.853,0.0298,4.187,0.542,12.565
Sahara,2020,8,23.4046,15.1416,34.811,18.409,287.12,0.0299,3.429,-0.634,10.002
Sahara,2020,9,23.4046,15.1416,33.889,7.681,271.576,0.0415,3.119,1.604,9.684
Sahara,2020,10,23.4046,15.1416,28.553,0.249,255.779,0.02,1.88,1.027,6.245
Sahara,2020,11,23.4046,15.1416,28.118,5.639,240.59,0.03,4.417,0.497,8.027
Sahara,2020,12,23.4046,15.1416,23.372,0.0,218.647,0.0251,3.919,0.497,9.039
Sahara,2010,1,22.4496,4.6718,20.62,3.835,239.89,0.0283,3.962,0.434,7.183
Sahara,2010,2,22.4496,4.6718,23.135,0.482,255.963,0.0254,1.934,0.575,6.928
Sahara,2010,3,22.4496,4.6718,24.47,0.573,287.34,0.0252,2.863,-0.071,9.586
Sahara,2010,4,22.4496,4.6718,26.405,6.189,283.76,0.02,2.883,2.67,11.163
Sahara,2010,5,22.4496,4.6718,35.06,6.426,300.348,0.0311,2.841,-0.317,10.377
Sahara,2010,6,22.4496,4.6718,36.222,10.477,305.64,0.0353,2.445,0.09,10.708
Sahara,2010,7,22.4496,4.6718,36.324,9.121,316.848,0.0237,2.935,0.345,9.594
Sahara,2010,8,22.4496,4.6718,36.939,7.887,296.387,0.0485,3.998,0.117,11.075
